timestamp,month,day,year,time,age,mar,sex,chi,cou,urb,edu,med,wor,sec,occ,foc,hom,iin,hin,srh,dan,gov,hyg,cre,int,anc,sto,chr,cov,n,sur1,sur2,sur3,sur4,sur5,sur6,sur7,sur8,sur9,sur10,sur11,sur12,sur13,sur14,sur15,sur16,sur17,sur18,sur19,sur20,sur21,sur22,sur23,sur24,sur25,sur26,sur27,sur28,sur29,sur30
4/13/2020 15:51:48,4,13,2020,15:51:48,33,Single,Man,I have no children.,VAN,Urban,Graduate,High school,Full-time employee,Other,"Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)","Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",No,24000 and above,24000 and above,Neither good nor bad,I definitely think so,I don't know; I'm uncertain,Increased,Decreased,Increased,No,No,No,No,,High,Low,Low,None,Moderate,Low,Low,Moderate,Low,Moderate,Moderate,None,None,None,Moderate,Moderate,None,None,Moderate,Moderate,A little,A little,A little,A little,A little,A little,Moderately,Moderately,Moderately,Moderately
4/13/2020 16:06:45,4,13,2020,16:06:45,29,Single,Man,I have no children.,IĞDIR,Rural,Graduate,High school,Full-time employee,Other,"Occupations related to the armed forces (Ranked Armed Forces Personnel, Police Force Members, Other Law Enforcement Personnel)","Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)",No,6000 - 12000,3000 - 6000,Very good,I definitely think so,I don't know; I'm uncertain,Increased a lot,Increased a lot,Increased,Yes,No,No,No,,Moderate,Low,None,None,Low,None,Low,Low,None,Low,Moderate,None,None,None,Moderate,Moderate,None,Low,None,Moderate,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all
4/13/2020 16:24:14,4,13,2020,16:24:14,30,Single,Female,I have no children.,İSTANBUL,Urban,"Postgraduate Education (Master's, Doctorate)",Middle School,Unemployed after the covid-19 crisis,Service,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)",Partially,3000 - 6000,3000 - 6000,Good,"Yes, I think","No, I don't think",Increased,Decreased,Decreased a lot,Yes,Yes,No,No,,Low,Low,Low,Moderate,Low,Moderate,Moderate,Low,Low,Low,Moderate,None,Low,Low,Low,None,Low,None,None,None,A little,A little,Moderately,Moderately,Quite a bit,Moderately,Quite a bit,Quite a bit,Quite a bit,Quite a bit
4/13/2020 16:25:12,4,13,2020,16:25:12,31,Married,Female,I have a child/children in the 0-1 age range.,IĞDIR,Urban,Graduate,Primary school,On unpaid leave after the Covid-19 crisis,Service,"Occupations related to the armed forces (Ranked Armed Forces Personnel, Police Force Members, Other Law Enforcement Personnel)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",No,3000 - 6000,3000 - 6000,Kötü,"Yes, I think","No, I don't think",Increased,Same,Increased,Yes,Yes,No,No,,None,Low,Moderate,Moderate,None,Low,Moderate,None,Moderate,None,None,Moderate,Moderate,Moderate,None,None,Moderate,Low,None,None,A little,Very slightly or not at all,A little,A little,Very slightly or not at all,A little,Moderately,A little,A little,A little
4/13/2020 16:27:51,4,13,2020,16:27:51,29,Married,Man,I have no children.,IĞDIR,Urban,Graduate,Middle School,Full-time employee,Service,"Occupations related to the armed forces (Ranked Armed Forces Personnel, Police Force Members, Other Law Enforcement Personnel)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",No,6000 - 12000,24000 and above,Good,"Yes, I think","Yes, I think",Increased,Same,Same,Yes,No,No,No,,Low,Low,None,None,Low,Low,Low,Low,Low,Low,Low,None,None,None,Low,Low,Low,Low,Low,Low,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little
4/13/2020 16:33:20,4,13,2020,16:33:20,30,Single,Female,I have no children.,IĞDIR,Urban,Graduate,Primary school,Full-time employee,Service,"Occupations related to the armed forces (Ranked Armed Forces Personnel, Police Force Members, Other Law Enforcement Personnel)",Plant and machine operators and assemblers,No,3000 - 6000,3000 - 6000,Good,I definitely think so,I don't know; I'm uncertain,Increased,Same,Decreased,Yes,Yes,No,No,,Moderate,Low,None,Moderate,Low,Low,Low,Low,Moderate,Low,Moderate,None,Moderate,None,Moderate,Low,Moderate,None,Low,Moderate,A little,Moderately,Moderately,Moderately,Very slightly or not at all,A little,A little,A little,Moderately,Moderately
4/13/2020 16:39:44,4,13,2020,16:39:44,34,Married,Man,I have a child/children in the 2-6 age range.,IĞDIR,Urban,Graduate,Primary school,Full-time employee,Service,"Occupations related to the armed forces (Ranked Armed Forces Personnel, Police Force Members, Other Law Enforcement Personnel)","Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",No,6000 - 12000,3000 - 6000,Neither good nor bad,"Yes, I think","No, I don't think",Increased,Same,Increased,Yes,Yes,No,No,,Low,Low,Low,None,Low,Low,Low,Moderate,Low,None,Moderate,Low,None,None,Low,Low,Low,None,None,None,Very slightly or not at all,Very slightly or not at all,A little,Very slightly or not at all,Moderately,Very slightly or not at all,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all
4/13/2020 16:39:51,4,13,2020,16:39:51,29,Single,Man,I have no children.,MALATYA,Urban,"Postgraduate Education (Master's, Doctorate)","Postgraduate Education (Master's, Doctorate)",Unemployed,Education,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",Yes,0 - 1500,0 - 1500,Neither good nor bad,"No, I don't think",I don't know; I'm uncertain,Increased,Increased a lot,Increased a lot,Yes,No,Yes,No,,Moderate,Moderate,Low,None,Moderate,Low,Low,Low,None,Moderate,Moderate,None,None,None,Low,Moderate,None,None,Low,Moderate,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Extremely,Very slightly or not at all,Moderately,Very slightly or not at all
4/13/2020 16:41:21,4,13,2020,16:41:21,32,Married,Man,I have a child/children in the 0-1 age range.,IĞDIR,Urban,Graduate,None,Part-time employee,Service,"Occupations related to the armed forces (Ranked Armed Forces Personnel, Police Force Members, Other Law Enforcement Personnel)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",No,3000 - 6000,3000 - 6000,Good,"Yes, I think","Yes, I think",Increased,Decreased,Same,Yes,No,No,No,,Low,Low,Low,None,Low,Low,Low,Low,Low,Low,Low,Low,None,None,None,None,Low,None,None,None,Moderately,Very slightly or not at all,Quite a bit,Moderately,Quite a bit,Moderately,Moderately,Moderately,Moderately,Moderately
4/13/2020 16:57:48,4,13,2020,16:57:48,21,Single,Female,I have no children.,İSTANBUL,Urban,Graduate,Graduate,Student,Education,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)",Partially,6000 - 12000,6000 - 12000,Very good,"Yes, I think","No, I don't think",Increased,Increased,Increased,Yes,Yes,No,No,,Low,Low,Moderate,Low,Low,Low,Low,None,Low,Low,Moderate,Moderate,Low,Low,None,Low,Low,Low,None,Low,A little,A little,A little,Quite a bit,A little,A little,A little,Moderately,Moderately,Moderately
4/13/2020 16:57:50,4,13,2020,16:57:50,26,Married,Female,I have no children.,MALATYA,Urban,Graduate,Middle School,Full-time employee,Education,"Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)","Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",Partially,3000 - 6000,3000 - 6000,Very good,I definitely think so,I definitely don't think so,Increased,Decreased,Decreased a lot,Yes,Yes,No,No,,Moderate,Low,None,None,High,Low,Low,High,Low,Moderate,Moderate,Low,Low,Low,Moderate,Moderate,Low,Low,Moderate,Moderate,A little,A little,Moderately,Moderately,A little,A little,A little,A little,A little,Very slightly or not at all
4/13/2020 17:03:52,4,13,2020,17:03:52,31,Married,Female,I have no children.,IĞDIR,Urban,Graduate,None,Full-time employee,Service,"Occupations related to the armed forces (Ranked Armed Forces Personnel, Police Force Members, Other Law Enforcement Personnel)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",No,3000 - 6000,3000 - 6000,Neither good nor bad,I don't know; I'm uncertain,"Yes, I think",Increased a lot,Decreased a lot,Same,Yes,Yes,No,No,,High,Low,None,None,Low,Low,Low,None,None,None,None,None,None,None,None,None,None,None,Low,None,A little,Moderately,A little,A little,A little,A little,A little,A little,Very slightly or not at all,A little
4/13/2020 17:07:08,4,13,2020,17:07:08,31,Single,Man,I have no children.,IĞDIR,Rural,"Postgraduate Education (Master's, Doctorate)",Primary school,Full-time employee,Other,"Occupations related to the armed forces (Ranked Armed Forces Personnel, Police Force Members, Other Law Enforcement Personnel)","Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)",No,6000 - 12000,6000 - 12000,Neither good nor bad,I don't know; I'm uncertain,I don't know; I'm uncertain,Increased a lot,Decreased,Decreased,Yes,No,No,No,,Moderate,Moderate,None,None,Moderate,None,Low,Low,None,Moderate,Moderate,None,None,None,Moderate,Moderate,None,None,None,Moderate,Moderately,Moderately,A little,A little,Moderately,Moderately,Moderately,A little,Moderately,A little
4/13/2020 17:13:19,4,13,2020,17:13:19,30,Married,Man,I have no children.,IĞDIR,Urban,Graduate,High school,Full-time employee,Other,"Occupations related to the armed forces (Ranked Armed Forces Personnel, Police Force Members, Other Law Enforcement Personnel)","Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",No,6000 - 12000,6000 - 12000,Very good,"No, I don't think",I definitely think so,Same,Same,Same,No,No,No,No,,Moderate,Moderate,None,None,None,None,None,Moderate,None,Moderate,Low,Low,None,None,Moderate,Moderate,None,None,Moderate,Moderate,Extremely,Very slightly or not at all,Extremely,A little,Extremely,A little,Extremely,A little,Quite a bit,A little
4/13/2020 17:14:33,4,13,2020,17:14:33,32,Single,Man,I have no children.,IĞDIR,Urban,Graduate,Primary school,Full-time employee,Other,"Occupations related to the armed forces (Ranked Armed Forces Personnel, Police Force Members, Other Law Enforcement Personnel)","Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)",No,3000 - 6000,3000 - 6000,Good,"Yes, I think",I don't know; I'm uncertain,Increased,Same,Same,Yes,No,No,No,,Low,Low,Low,Moderate,Low,None,Moderate,None,Low,None,Low,Low,Low,Low,None,None,Moderate,Low,None,None,A little,A little,A little,A little,Very slightly or not at all,A little,A little,A little,A little,A little
4/13/2020 17:21:09,4,13,2020,17:21:09,29,Single,Man,I have no children.,IĞDIR,Rural,Graduate,Two-year degree or equivalent,Full-time employee,Other,"Occupations related to the armed forces (Ranked Armed Forces Personnel, Police Force Members, Other Law Enforcement Personnel)","Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",No,6000 - 12000,3000 - 6000,Very good,"Yes, I think","No, I don't think",Same,Same,Same,Yes,No,No,No,,Moderate,Low,None,None,Low,None,Low,Low,Low,Low,Moderate,None,None,None,Low,Moderate,None,None,Low,Low,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately,Very slightly or not at all,Moderately,Moderately,Moderately,Moderately
4/13/2020 17:23:46,4,13,2020,17:23:46,37,Married,Man,I have a child/children in the 0-1 age range.,IĞDIR,Rural,Graduate,None,Full-time employee,Service,"Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)","Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)",Partially,3000 - 6000,3000 - 6000,Neither good nor bad,"Yes, I think","No, I don't think",Increased,Increased,Same,Yes,Yes,Yes,No,,Low,Low,Low,Low,Low,Low,Low,Low,Low,None,Low,Low,Moderate,Moderate,None,None,Moderate,Low,None,None,A little,A little,Very slightly or not at all,A little,A little,Very slightly or not at all,Very slightly or not at all,A little,Very slightly or not at all,A little
4/13/2020 17:32:32,4,13,2020,17:32:32,29,Single,Man,I have no children.,IĞDIR,Urban,"Postgraduate Education (Master's, Doctorate)",None,Full-time employee,Service,"Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",Partially,3000 - 6000,24000 and above,Good,"Yes, I think","Yes, I think",Increased,Increased,Increased,Yes,Yes,No,No,,Moderate,Low,None,None,Low,Low,Low,Low,Moderate,Low,Low,None,None,Low,Low,Low,Low,None,None,Low,Very slightly or not at all,A little,Very slightly or not at all,A little,Moderately,Moderately,Quite a bit,Moderately,Quite a bit,A little
4/13/2020 17:47:28,4,13,2020,17:47:28,32,Married,Female,I have a child/children in the 2-6 age range.,İZMİR,Rural,"Postgraduate Education (Master's, Doctorate)",Middle School,Part-time employee,Education,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)",Partially,12000 - 24000,6000 - 12000,Very good,"Yes, I think",I definitely don't think so,Increased,Increased,Same,Yes,No,Yes,No,,Low,Moderate,None,None,Low,None,High,Low,Low,Low,Moderate,None,None,None,None,None,Low,None,None,None,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,Very slightly or not at all,A little,Very slightly or not at all,Very slightly or not at all,A little,A little
